row,sunny,burger,extra
84482,0,4,2
84483,0,0,3
84484,0,1,0
84485,0,4,1
84486,0,0,3
84487,0,2,2
84488,0,3,4
84489,0,0,3
84490,0,4,1
84491,1,3,4
84492,1,3,4
84493,0,4,1
84494,0,4,1
84495,0,0,2
84496,0,4,3
84497,1,1,4
84498,0,4,0
84499,0,4,1
84500,0,4,1
84501,0,1,0
84502,1,2,4
84503,0,4,0
84504,0,3,2
84505,0,4,1
84506,0,1,0
84507,0,4,1
84508,0,0,3
84509,0,4,1
84510,0,4,1
84511,0,0,3
84512,0,1,0
84513,0,1,1
84514,0,2,2
84515,0,0,3
84516,0,4,1
84517,0,4,1
84518,0,2,0
84519,0,4,2
84520,0,4,1
84521,0,4,1
84522,0,3,0
84523,0,2,0
84524,0,4,1
84525,0,4,2
84526,0,1,0
84527,0,4,1
84528,0,2,2
84529,0,4,1
84530,0,4,3
84531,1,0,4
84532,0,1,0
84533,0,1,1
84534,0,4,1
84535,1,1,4
84536,0,4,0
84537,0,0,3
84538,0,4,1
84539,0,1,0
84540,0,2,2
84541,0,3,2
84542,0,4,1
84543,0,0,3
84544,0,2,2
84545,1,1,4
84546,0,0,3
84547,0,0,3
84548,0,4,1
84549,0,4,3
84550,0,0,3
84551,0,3,2
84552,0,4,1
84553,0,1,4
84554,0,4,1
84555,0,1,0
84556,0,1,0
84557,0,4,1
84558,0,4,1
84559,0,0,3
84560,0,3,1
84561,0,1,0
84562,0,0,0
84563,0,2,2
84564,0,4,1
84565,0,2,2
84566,0,4,1
84567,0,0,1
84568,0,2,3
84569,0,1,0
84570,1,4,4
84571,0,1,0
84572,0,0,3
84573,0,4,3
84574,0,1,0
84575,1,0,4
84576,0,0,3
84577,0,0,3
84578,0,4,2
84579,0,0,2
84580,0,1,0
84581,0,4,1
84582,0,4,1
84583,1,4,4
84584,0,1,0
84585,0,1,3
84586,0,2,2
84587,0,4,1
84588,0,1,0
84589,1,4,0
84590,0,2,2
84591,0,3,2
84592,1,4,4
84593,0,4,1
84594,0,4,1
84595,0,3,2
84596,0,2,2
84597,0,4,1
84598,0,1,0
84599,0,2,2
84600,0,0,2
84601,0,3,0
84602,0,1,0
84603,0,2,2
84604,0,0,1
84605,0,4,1
84606,0,0,3
84607,0,4,1
84608,0,3,0
84609,1,0,4
84610,1,2,4
84611,0,4,1
84612,0,4,0
84613,1,4,4
84614,0,4,1
84615,0,4,1
84616,0,1,0
84617,0,1,0
84618,1,1,4
84619,0,4,0
84620,0,1,0
84621,0,2,2
84622,1,2,2
84623,0,2,2
84624,0,4,3
84625,1,4,4
84626,0,1,0
84627,0,3,2
84628,0,3,2
84629,0,3,2
84630,0,1,0
84631,0,0,0
84632,0,0,2
84633,1,0,3
84634,0,1,2
84635,0,4,1
84636,1,4,1
84637,1,1,4
84638,0,3,2
84639,1,2,0
84640,0,1,1
84641,0,4,1
84642,0,4,1
84643,1,4,4
84644,0,1,0
84645,0,4,1
84646,0,0,3
84647,0,4,1
84648,0,4,1
84649,1,3,4
84650,1,1,4
84651,0,1,0
84652,0,4,1
84653,0,0,3
84654,0,4,0
84655,0,4,1
84656,0,0,3
84657,0,0,1
84658,0,4,1
84659,0,4,1
84660,0,1,0
84661,0,4,1
84662,0,1,0
84663,0,4,1
84664,1,4,4
84665,0,4,1
84666,1,1,1
84667,1,1,4
84668,0,2,2
84669,0,1,0
84670,0,1,0
84671,1,4,4
84672,0,4,1
84673,0,2,2
84674,0,4,1
84675,0,4,0
84676,1,4,4
84677,0,2,4
84678,0,4,1
84679,1,4,0
84680,0,4,1
84681,0,0,2
84682,0,1,0
84683,0,1,0
84684,1,3,1
84685,0,4,1
84686,0,1,0
84687,0,3,4
84688,1,4,4
84689,0,2,3
84690,0,4,1
84691,1,4,4
84692,0,4,1
84693,0,2,2
84694,0,4,1
84695,0,2,2
84696,0,2,3
84697,0,1,0
84698,0,4,1
84699,0,1,0
84700,0,4,1
84701,1,4,4
84702,1,3,4
84703,0,4,0
84704,0,0,2
84705,1,0,4
84706,0,1,0
84707,0,2,3
84708,0,4,1
84709,0,3,2
84710,0,4,1
84711,0,0,3
84712,0,0,3
84713,0,2,2
84714,0,1,3
84715,0,3,2
84716,0,3,2
84717,0,4,1
84718,0,4,1
84719,0,0,3
84720,0,4,1
84721,1,1,4
84722,0,4,3
84723,0,1,0
84724,0,4,1
84725,0,1,2
84726,0,2,2
84727,0,1,0
84728,1,4,2
84729,0,4,1
84730,1,4,4
84731,0,4,1
84732,1,1,4
84733,0,4,1
84734,0,4,1
84735,0,4,1
84736,0,1,0
84737,0,1,0
84738,0,0,3
84739,1,1,4
84740,0,3,2
84741,1,4,4
84742,1,4,0
84743,0,1,2
84744,1,4,1
84745,0,3,3
84746,0,2,2
84747,0,4,1
84748,0,4,1
84749,0,4,1
84750,0,4,0
84751,0,2,2
84752,1,4,4
84753,1,0,4
84754,0,2,2
84755,1,4,2
84756,0,1,1
84757,0,0,3
84758,0,1,0
84759,0,4,1
84760,0,0,3
84761,0,0,0
84762,0,0,3
84763,0,0,3
84764,0,0,0
84765,0,0,3
84766,0,0,2
84767,1,1,0
84768,1,4,4
84769,1,3,4
84770,0,0,2
84771,0,0,3
84772,0,1,0
84773,0,3,3
84774,0,2,2
84775,0,1,3
84776,0,4,1
84777,0,2,2
84778,0,4,1
84779,0,0,1
84780,0,0,1
84781,0,4,1
84782,1,0,4
84783,0,0,3
84784,0,0,2
84785,1,0,4
84786,0,4,1
84787,0,4,1
84788,0,4,1
84789,0,4,1
84790,1,1,3
84791,1,1,2
84792,0,1,0
84793,0,0,3
84794,0,1,0
84795,0,1,0
84796,1,4,4
84797,0,0,3
84798,0,1,0
84799,0,2,2
84800,1,4,4
84801,0,4,1
84802,0,4,1
84803,0,0,3
84804,0,4,1
84805,0,1,0
84806,0,4,1
84807,0,0,3
84808,0,4,1
84809,1,0,4
84810,0,4,1
84811,0,1,1
84812,0,4,1
84813,1,1,4
84814,0,4,1
84815,0,4,1
84816,0,4,1
84817,1,2,2
84818,1,4,4
84819,0,4,0
84820,0,2,2
84821,0,4,1
84822,0,1,2
84823,0,0,0
84824,0,4,3
84825,0,0,1
84826,0,0,0
84827,0,1,0
84828,0,4,1
84829,0,1,0
84830,0,1,0
84831,0,4,1
84832,1,3,4
84833,0,4,1
84834,0,1,0
84835,0,1,0
84836,0,4,0
84837,1,1,4
84838,0,2,2
84839,0,2,2
84840,0,0,1
84841,0,4,0
84842,1,4,3
84843,0,1,0
84844,1,4,4
84845,0,4,1
84846,0,0,3
84847,0,0,3
84848,0,1,3
84849,0,1,0
84850,1,2,4
84851,1,1,4
84852,0,1,0
84853,1,4,1
84854,0,2,2
84855,0,0,3
84856,1,4,4
84857,0,4,1
84858,0,4,1
84859,1,4,3
84860,0,4,0
84861,0,1,0
84862,0,4,3
84863,0,4,1
84864,0,4,1
84865,0,0,3
84866,0,0,3
84867,0,0,3
84868,0,4,1
84869,0,0,3
84870,0,4,0
84871,0,1,0
84872,0,4,3
84873,1,4,4
84874,1,4,4
84875,0,2,2
84876,0,0,3
84877,0,1,0
84878,0,4,0
84879,0,1,3
84880,0,3,2
84881,0,0,3
84882,0,3,2
84883,0,3,0
84884,1,4,4
84885,0,3,0
84886,0,4,1
84887,0,2,2
84888,0,1,0
84889,0,4,1
84890,0,2,2
84891,0,0,2
84892,0,4,1
84893,0,2,2
84894,0,4,4
84895,1,4,4
84896,0,3,4
84897,1,4,4
84898,0,4,1
84899,0,4,1
84900,0,4,3
84901,0,0,3
84902,1,2,4
84903,0,2,3
84904,0,2,1
84905,0,2,2
84906,0,1,0
84907,0,0,1
84908,0,0,0
84909,1,0,3
84910,0,1,0
84911,0,0,3
84912,0,4,1
84913,1,4,4
84914,0,1,0
84915,0,4,1
84916,0,1,0
84917,1,4,4
84918,0,1,0
84919,0,3,2
84920,0,1,0
84921,0,4,1
84922,0,4,3
84923,0,4,1
84924,0,0,3
84925,0,4,1
84926,0,4,1
84927,0,4,1
84928,0,4,0
84929,0,1,0
84930,0,0,3
84931,0,0,3
84932,0,3,0
84933,0,1,0
84934,1,4,4
84935,0,0,0
84936,0,1,0
84937,0,4,1
84938,0,0,3
84939,0,0,3
84940,0,1,0
84941,1,4,4
84942,0,0,3
84943,0,3,3
84944,0,4,0
84945,1,3,4
84946,0,2,2
84947,0,4,1
84948,0,4,1
84949,0,4,1
84950,0,0,3
84951,0,4,3
84952,0,4,1
84953,0,4,1
84954,1,4,4
84955,0,1,0
84956,0,0,2
84957,1,1,4
84958,1,0,4
84959,0,1,0
84960,0,1,0
84961,0,4,0
84962,0,4,0
84963,0,4,1
84964,0,1,3
84965,0,3,1
84966,0,4,1
84967,0,4,1
84968,0,1,0
84969,0,4,1
84970,0,1,0
84971,0,4,1
84972,0,0,3
84973,0,2,1
84974,1,1,4
84975,0,4,1
84976,0,4,1
84977,0,4,1
84978,0,2,2
84979,0,4,1
84980,0,4,1
84981,0,4,1
84982,0,0,1
84983,0,3,2
84984,0,4,1
84985,1,0,4
84986,0,4,1
84987,1,4,4
84988,0,1,0
84989,0,2,2
84990,0,0,2
84991,0,1,0
84992,0,4,2
84993,0,4,1
84994,0,0,2
84995,0,1,0
84996,0,1,0
84997,1,4,4
84998,0,0,3
84999,0,1,0
85000,0,0,3
85001,0,4,0
85002,0,3,2
85003,0,1,2
85004,0,1,0
85005,1,4,1
85006,0,4,1
85007,1,1,4
85008,0,4,1
85009,1,0,4
85010,0,0,1
85011,1,4,4
85012,0,0,2
85013,0,1,0
85014,0,2,2
85015,0,4,1
85016,0,3,3
85017,0,3,1
85018,0,0,3
85019,0,4,1
85020,0,4,2
85021,0,4,1
85022,0,4,1
85023,0,3,0
85024,0,0,3
85025,0,4,0
85026,0,2,2
85027,0,4,0
85028,0,4,3
85029,0,3,2
85030,0,4,1
85031,0,0,3
85032,0,0,3
85033,0,0,3
85034,0,1,0
85035,0,4,1
85036,0,2,0
85037,1,2,4
85038,0,0,3
85039,0,1,0
85040,1,4,4
85041,0,1,1
85042,0,3,2
85043,0,4,0
85044,0,2,2
85045,0,0,3
85046,0,0,3
85047,0,2,2
85048,0,0,3
85049,0,4,1
85050,1,4,4
85051,0,1,2
85052,0,0,3
85053,0,1,0
85054,0,4,1
85055,0,0,3
85056,0,4,1
85057,0,0,1
85058,0,1,0
85059,0,0,3
85060,0,4,2
85061,1,0,4
85062,0,4,1
85063,1,4,4
85064,1,2,4
85065,1,0,4
85066,0,4,1
85067,1,4,4
85068,0,4,1
85069,0,1,2
85070,1,1,4
85071,1,0,0
85072,1,1,3
85073,0,4,1
85074,0,0,3
85075,0,0,3
85076,0,3,2
85077,0,1,0
85078,0,4,0
85079,0,0,1
85080,0,4,2
85081,0,4,1
85082,0,4,1
85083,0,4,1
85084,0,2,2
85085,0,0,3
85086,1,3,4
85087,0,1,0
85088,0,4,3
85089,0,4,0
85090,0,4,3
85091,0,1,0
85092,0,2,3
85093,1,4,4
85094,0,1,0
85095,0,0,3
85096,0,0,2
85097,0,0,3
85098,0,4,1
85099,0,1,0
85100,0,2,2
85101,0,4,2
85102,0,4,1
85103,1,4,4
85104,1,0,4
85105,0,1,0
85106,0,1,0
85107,0,2,2
85108,0,2,2
85109,0,0,3
85110,0,4,0
85111,0,0,3
85112,0,0,3
85113,0,2,2
85114,0,2,2
85115,0,3,4
85116,0,1,0
85117,0,1,4
85118,1,3,4
85119,0,3,2
85120,1,4,2
85121,0,1,1
85122,0,2,2
85123,0,4,0
85124,0,1,0
85125,1,4,4
85126,1,3,4
85127,0,3,2
85128,0,1,0
85129,0,4,1
85130,0,3,2
85131,0,2,2
85132,0,4,2
85133,0,2,2
85134,0,4,1
85135,0,0,3
85136,1,0,4
85137,0,4,1
85138,0,4,3
85139,1,4,4
85140,0,2,2
85141,1,4,0
85142,0,4,2
85143,0,0,3
85144,0,1,0
85145,0,0,3
85146,0,1,0
85147,0,1,0
85148,0,4,1
85149,1,4,3
85150,0,4,1
85151,0,0,3
85152,0,0,3
85153,0,0,0
85154,0,1,0
85155,0,1,0
85156,0,2,2
85157,0,4,1
85158,0,4,1
85159,0,1,0
85160,0,1,0
85161,0,1,0
85162,0,3,2
85163,1,0,2
85164,1,0,4
85165,0,0,3
85166,0,4,1
85167,0,1,0
85168,1,4,4
85169,0,0,1
85170,0,4,2
85171,0,0,3
85172,0,4,2
85173,1,1,4
85174,0,2,2
85175,1,4,4
85176,0,0,3
85177,0,2,2
85178,0,4,1
85179,0,3,1
85180,1,0,4
85181,1,0,4
85182,0,3,2
85183,0,4,1
85184,1,4,4
85185,0,3,2
85186,1,1,4
85187,0,0,3
85188,1,3,2
85189,0,1,3
85190,0,4,1
85191,1,4,4
85192,0,1,0
85193,0,0,2
85194,0,0,0
85195,0,0,3
85196,0,2,4
85197,0,3,2
85198,0,1,0
85199,0,3,2
85200,0,3,2
85201,1,1,4
85202,1,4,0
85203,0,4,1
85204,0,1,1
85205,1,2,4
85206,1,0,4
85207,0,0,0
85208,0,1,0
85209,0,1,0
85210,0,4,1
85211,0,1,0
85212,0,4,1
85213,0,1,2
85214,0,4,0
85215,0,4,1
85216,1,4,4
85217,0,4,1
85218,1,0,4
85219,0,1,0
85220,0,0,1
85221,0,4,1
85222,0,0,3
85223,0,1,0
85224,1,1,3
85225,0,3,1
85226,0,0,3
85227,0,1,0
85228,0,4,1
85229,1,2,1
85230,0,0,3
85231,0,4,1
85232,0,4,1
85233,0,2,2
85234,0,4,3
85235,0,3,2
85236,0,3,2
85237,0,1,0
85238,0,4,2
85239,0,0,3
85240,1,1,4
85241,1,1,4
85242,0,1,0
85243,0,1,0
85244,0,4,1
85245,0,4,2
85246,0,3,2
85247,0,0,0
85248,0,0,4
85249,0,4,1
85250,0,0,3
85251,0,4,2
85252,0,0,3
85253,0,0,3
85254,1,1,4
85255,0,3,4
85256,0,0,3
85257,0,4,1
85258,0,4,1
85259,0,1,0
85260,0,0,0
85261,0,2,1
85262,0,1,0
85263,0,0,3
85264,0,4,0
85265,1,0,3
85266,0,4,1
85267,0,2,2
85268,0,4,1
85269,1,3,4
85270,0,3,1
85271,0,1,0
85272,0,1,0
85273,0,4,1
85274,0,4,2
85275,0,1,0
85276,0,4,1
85277,0,4,0
85278,0,4,2
85279,0,4,1
85280,0,1,0
85281,1,1,4
85282,0,4,1
85283,1,2,3
85284,0,4,1
85285,0,4,1
85286,1,1,1
85287,0,0,3
85288,1,4,2
85289,0,2,1
85290,0,4,1
85291,0,4,2
85292,0,4,1
85293,1,4,4
85294,0,4,1
85295,0,4,2
85296,0,4,1
85297,0,1,0
85298,0,1,2
85299,1,2,4
85300,1,2,4
85301,0,4,3
85302,0,1,0
85303,0,4,0
85304,0,4,1
85305,0,0,0
85306,0,4,0
85307,1,0,3
85308,0,3,2
85309,0,1,0
85310,0,4,1
85311,0,4,0
85312,0,4,2
85313,0,2,2
85314,0,3,4
85315,1,4,4
85316,0,0,3
85317,0,4,1
85318,0,4,1
85319,0,3,0
85320,0,1,0
85321,0,0,3
85322,1,1,4
85323,0,1,3
85324,0,0,0
85325,1,3,1
85326,0,1,0
85327,0,0,3
85328,1,4,4
85329,1,4,4
85330,1,4,1
85331,0,1,0
85332,0,0,3
85333,0,0,3
85334,1,0,4
85335,0,4,1
85336,0,4,3
85337,0,2,2
85338,0,4,1
85339,0,0,0
85340,1,3,4
85341,0,0,3
85342,1,4,4
85343,0,4,3
85344,1,1,4
85345,0,0,3
85346,0,4,1
85347,0,4,1
85348,1,0,2
85349,0,3,4
85350,0,4,1
85351,0,3,2
85352,0,2,2
85353,0,4,0
85354,1,4,4
85355,1,4,4
85356,0,2,3
85357,0,3,2
85358,0,4,3
85359,0,3,0
85360,1,4,3
85361,0,2,2
85362,0,1,0
85363,0,1,0
85364,1,4,4
85365,1,4,4
85366,0,1,0
85367,0,0,2
85368,1,2,3
85369,0,1,0
85370,0,0,3
85371,0,4,1
85372,0,3,0
85373,0,0,3
85374,0,3,2
85375,0,3,2
85376,0,4,1
85377,0,4,1
85378,0,4,1
85379,0,4,3
85380,0,0,3
85381,0,3,1
85382,0,0,3
85383,0,0,3
85384,1,2,4
85385,1,4,4
85386,0,4,1
85387,0,1,0
85388,0,2,3
85389,1,4,4
85390,0,2,2
85391,0,4,1
85392,0,2,2
85393,0,4,1
85394,0,4,1
85395,0,2,2
85396,0,4,1
85397,1,1,4
85398,0,2,2
85399,0,4,1
85400,0,4,1
85401,1,4,4
85402,0,0,1
85403,0,4,0
85404,0,1,0
85405,0,4,1
85406,0,0,3
85407,0,1,2
85408,0,0,3
85409,0,1,0
85410,0,4,3
85411,0,1,2
85412,0,4,1
85413,1,4,4
85414,0,4,1
85415,1,1,3
85416,0,0,2
85417,0,2,1
85418,0,4,1
85419,0,4,1
85420,0,4,3
85421,1,4,4
85422,0,0,3
85423,0,4,1
85424,0,4,2
85425,0,1,0
85426,0,4,2
85427,0,1,0
85428,0,0,3
85429,0,1,0
85430,0,1,3
85431,0,4,1
85432,0,4,1
85433,0,1,0
85434,0,0,3
85435,0,4,1
85436,0,2,2
85437,0,4,1
85438,1,0,4
85439,0,1,0
85440,0,3,2
85441,0,0,3
85442,0,4,1
85443,0,1,0
85444,0,0,0
85445,1,4,4
85446,0,4,1
85447,0,4,3
85448,0,0,2
85449,1,0,4
85450,0,1,0
85451,0,3,3
85452,0,0,3
85453,0,0,3
85454,0,0,1
85455,1,4,4
85456,0,2,1
85457,1,4,4
85458,0,4,1
85459,0,2,2
85460,0,2,2
85461,0,1,0
85462,1,4,4
85463,0,0,3
85464,0,0,3
85465,0,0,3
85466,0,2,2
85467,0,2,2
85468,0,4,1
85469,0,3,4
85470,1,0,4
85471,1,0,4
85472,0,2,3
85473,0,4,2
85474,0,0,3
85475,0,3,2
85476,1,4,4
85477,0,0,3
85478,0,4,1
85479,0,0,2
85480,1,0,4
85481,0,4,1
85482,0,4,1
85483,1,4,4
85484,0,4,1
85485,0,0,2
85486,0,0,3
85487,0,3,0
85488,0,0,3
85489,0,1,0
85490,0,0,3
85491,0,4,1
85492,0,4,1
85493,0,0,3
85494,0,1,0
85495,0,4,1
85496,0,1,0
85497,0,4,1
85498,0,0,2
85499,1,3,4
85500,1,2,4
85501,1,0,4
85502,0,4,0
85503,0,4,3
85504,0,4,2
85505,0,0,3
85506,1,4,2
85507,0,0,1
85508,0,4,1
85509,0,3,4
85510,0,0,1
85511,0,3,0
85512,0,3,0
85513,1,1,4
85514,0,4,2
85515,1,4,4
85516,0,4,1
85517,0,0,3
85518,0,1,0
85519,0,4,1
85520,1,1,4
85521,0,0,3
85522,0,2,2
85523,0,1,0
85524,0,4,1
85525,0,1,2
85526,0,0,3
85527,0,4,0
85528,0,3,0
85529,1,1,4
85530,0,2,0
85531,0,4,1
85532,0,0,3
85533,0,3,0
85534,0,4,1
85535,0,4,1
85536,0,4,3
85537,0,0,1
85538,0,0,3
85539,1,4,4
85540,0,1,0
85541,1,0,4
85542,0,4,2
85543,0,0,4
85544,1,4,4
85545,1,1,4
85546,1,4,4
85547,1,4,3
85548,0,1,3
85549,1,4,3
85550,1,4,4
85551,1,4,4
85552,0,2,4
85553,0,3,4
85554,0,4,1
85555,1,0,4
85556,0,4,1
85557,1,0,4
85558,1,4,4
85559,0,4,2
85560,0,4,1
85561,0,4,3
85562,0,1,3
85563,1,1,4
85564,0,4,1
85565,1,4,2
85566,0,1,0
85567,0,4,1
85568,0,0,3
85569,0,4,1
85570,0,0,3
85571,1,0,2
85572,0,1,0
85573,0,0,2
85574,0,0,0
85575,0,4,1
85576,0,2,3
85577,1,0,4
85578,0,1,0
85579,0,4,0
85580,0,0,3
85581,0,4,1
85582,1,0,4
85583,1,0,0
85584,0,4,1
85585,0,0,3
85586,0,4,1
85587,1,0,2
85588,1,1,4
85589,0,4,1
85590,0,1,0
85591,0,3,4
85592,1,4,4
85593,0,0,3
85594,1,0,4
85595,0,2,0
85596,0,1,3
85597,0,4,1
85598,0,4,1
85599,0,3,3
85600,0,1,0
85601,0,4,1
85602,1,4,4
85603,1,3,2
85604,0,1,4
85605,0,3,2
85606,0,4,1
85607,0,2,2
85608,0,1,0
85609,0,1,0
85610,1,3,3
85611,0,4,1
85612,0,4,1
85613,0,0,3
85614,0,1,2
85615,1,4,4
85616,0,1,2
85617,1,4,4
85618,0,4,1
85619,0,0,3
85620,0,2,2
85621,0,0,0
85622,0,4,0
85623,0,1,0
85624,0,3,3
85625,0,4,0
85626,0,4,0
85627,0,4,2
85628,0,1,0
85629,0,3,0
85630,0,2,2
85631,0,3,3
85632,1,2,4
85633,1,1,4
85634,0,0,2
85635,0,2,1
85636,0,4,0
85637,0,4,3
85638,0,4,1
85639,0,1,0
85640,0,3,2
85641,0,1,3
85642,0,4,1
85643,0,0,3
85644,0,1,3
85645,0,0,2
85646,0,3,3
85647,0,4,1
85648,0,1,3
85649,1,0,4
85650,0,1,0
85651,0,4,1
85652,1,4,2
85653,0,2,0
85654,1,4,4
85655,0,0,3
85656,0,4,1
85657,0,0,3
85658,0,2,2
85659,0,4,1
85660,1,1,4
85661,0,0,1
85662,0,3,2
85663,0,4,1
85664,0,1,0
85665,1,4,4
85666,0,1,0
85667,0,1,0
85668,0,2,2
85669,1,4,1
85670,0,4,1
85671,0,2,3
85672,0,0,3
85673,0,4,1
85674,0,1,0
85675,0,4,3
85676,0,3,2
85677,0,4,3
85678,0,3,2
85679,0,4,0
85680,0,3,1
85681,0,0,3
85682,0,4,1
85683,0,4,1
85684,0,3,2
85685,0,1,0
85686,0,3,2
85687,0,4,1
85688,0,1,1
85689,0,2,2
85690,1,4,4
85691,0,4,1
85692,0,4,1
85693,0,4,1
85694,0,4,1
85695,0,0,3
85696,0,4,1
85697,1,0,4
85698,0,1,2
85699,0,4,1
85700,0,0,3
85701,0,1,0
85702,0,4,1
85703,1,4,4
85704,0,1,0
85705,0,2,0
85706,0,4,1
85707,1,1,4
85708,0,2,2
85709,0,4,1
85710,0,4,2
85711,0,3,0
85712,0,4,1
85713,1,0,4
85714,0,1,0
85715,0,4,1
85716,0,1,0
85717,0,4,1
85718,0,3,2
85719,1,4,1
85720,0,4,1
85721,1,4,4
85722,0,4,1
85723,0,4,1
85724,0,4,1
85725,1,4,3
85726,0,4,1
85727,0,4,1
85728,0,0,0
85729,0,1,3
85730,0,4,1
85731,0,4,1
85732,0,4,1
85733,1,2,4
85734,0,1,0
85735,1,4,4
85736,0,1,0
85737,0,3,1
85738,0,2,1
85739,0,4,1
85740,0,1,0
85741,0,2,0
85742,0,2,2
85743,1,4,3
85744,0,4,1
85745,0,4,1
85746,0,4,1
85747,0,1,0
85748,0,3,2
85749,0,4,1
85750,1,4,2
85751,0,2,2
85752,0,0,3
85753,1,0,4
85754,0,4,1
85755,0,4,1
85756,0,2,2
85757,0,4,1
85758,0,2,2
85759,0,1,0
85760,1,4,4
85761,0,1,0
85762,0,4,3
85763,0,1,0
85764,0,1,1
85765,0,4,2
85766,1,2,4
85767,0,2,2
85768,0,1,0
85769,0,1,0
85770,0,1,2
85771,0,0,3
85772,0,1,0
85773,0,4,1
85774,0,4,1
85775,0,0,3
85776,0,4,2
85777,1,4,4
85778,0,4,1
85779,0,4,1
85780,0,1,2
85781,0,2,2
85782,0,4,1
85783,0,4,1
85784,0,4,1
85785,0,0,3
85786,1,4,4
85787,0,0,3
85788,0,1,0
85789,0,0,3
85790,0,4,1
85791,1,1,2
85792,1,1,4
85793,1,2,4
85794,0,4,1
85795,0,0,1
85796,0,2,2
85797,0,4,1
85798,0,3,2
85799,1,0,4
85800,0,2,0
85801,0,3,2
85802,0,4,1
85803,0,4,1
85804,0,0,3
85805,0,1,0
85806,0,1,0
85807,1,1,0
85808,1,1,4
85809,0,4,1
85810,0,2,3
85811,0,1,0
85812,0,2,2
85813,0,1,0
85814,0,4,1
85815,0,0,3
85816,0,0,3
85817,0,1,0
85818,1,0,4
85819,0,4,1
85820,0,4,1
85821,0,3,0
85822,0,1,0
85823,1,0,4
85824,1,0,1
85825,0,0,3
85826,0,0,4
85827,0,2,2
85828,0,0,3
85829,0,4,1
85830,1,0,4
85831,0,0,3
85832,0,4,1
85833,0,1,0
85834,0,1,0
85835,0,4,1
85836,1,3,4
85837,0,1,0
85838,0,0,3
85839,0,4,1
85840,1,3,4
85841,0,4,2
85842,1,4,4
85843,0,4,0
85844,1,0,4
85845,0,4,1
85846,0,0,3
85847,0,4,1
85848,0,1,0
85849,0,4,1
85850,0,1,0
85851,0,2,1
85852,0,0,3
85853,0,2,2
85854,0,4,0
85855,0,4,1
85856,0,3,3
85857,0,4,1
85858,0,1,0
85859,0,4,1
85860,0,4,1
85861,0,0,2
85862,0,4,1
85863,1,1,4
85864,0,1,0
85865,1,2,4
85866,1,1,3
85867,1,3,1
85868,0,4,0
85869,0,4,2
85870,0,2,2
85871,1,4,4
85872,1,0,4
85873,0,2,4
85874,0,0,3
85875,0,1,2
85876,0,0,0
85877,1,3,4
85878,0,1,0
85879,1,4,1
85880,0,4,1
85881,1,4,1
85882,1,1,4
85883,0,4,0
85884,0,2,3
85885,1,0,4
85886,1,1,4
85887,0,3,3
85888,0,4,1
85889,0,3,2
85890,0,0,0
85891,0,1,0
85892,1,0,0
85893,0,3,2
85894,0,2,2
85895,0,2,2
85896,0,4,1
85897,0,1,0
85898,0,4,2
85899,0,4,0
85900,0,1,0
85901,0,4,1
85902,1,4,4
85903,1,2,4
85904,0,4,1
85905,0,1,0
85906,0,2,2
85907,0,4,1
85908,0,4,1
85909,1,4,3
85910,0,4,1
85911,0,1,0
85912,1,4,4
85913,0,4,1
85914,0,2,2
85915,1,4,2
85916,0,4,2
85917,0,2,1
85918,1,1,1
85919,1,2,4
85920,0,4,1
85921,0,0,3
85922,0,2,3
85923,1,4,4
85924,0,1,0
85925,0,1,0
85926,0,0,2
85927,0,4,2
85928,0,4,1
85929,0,4,1
85930,0,2,1
85931,0,2,2
85932,1,1,4
85933,0,4,1
85934,0,1,3
85935,0,0,3
85936,0,4,1
85937,0,4,2
85938,1,0,3
85939,0,0,0
85940,0,2,2
85941,0,0,3
85942,0,0,3
85943,1,0,4
85944,0,1,0
85945,0,2,2
85946,0,4,1
85947,0,1,3
85948,0,4,3
85949,1,2,4
85950,1,2,4
85951,1,2,4
85952,0,1,0
85953,0,0,1
85954,0,0,3
85955,0,4,1
85956,0,0,3
85957,0,3,0
85958,0,4,1
85959,0,3,2
85960,0,0,1
85961,0,1,0
85962,0,4,1
85963,1,4,4
85964,1,0,1
85965,0,0,2
85966,0,0,3
85967,0,4,3
85968,1,0,4
85969,0,4,1
85970,0,4,3
85971,0,0,3
85972,1,4,4
85973,0,4,0
85974,0,0,3
85975,0,4,2
85976,1,1,3
85977,0,4,1
85978,0,4,1
85979,0,1,0
85980,0,2,3
85981,1,4,4
85982,0,0,3
85983,0,4,2
85984,0,4,1
85985,0,3,4
85986,0,4,2
85987,0,3,2
85988,1,2,4
85989,1,3,4
85990,0,1,0
85991,0,3,0
85992,0,4,1
85993,0,4,1
85994,0,4,0
85995,1,3,4
85996,0,4,1
85997,0,2,2
85998,1,3,4
85999,0,4,1
86000,1,4,4
86001,0,4,3
86002,0,1,2
86003,0,1,0
86004,0,4,1
86005,1,0,4
86006,1,4,4
86007,1,4,3
86008,0,0,3
86009,1,4,4
86010,1,0,3
86011,0,4,3
86012,0,4,2
86013,0,4,0
86014,0,0,3
86015,0,3,2
86016,0,4,1
86017,0,1,0
86018,1,3,0
86019,1,3,4
86020,0,4,1
86021,1,4,4
86022,0,4,1
86023,0,4,3
86024,0,4,1
86025,1,4,4
86026,0,2,2
86027,0,4,1
86028,0,4,1
86029,0,1,1
86030,0,4,1
86031,0,0,3
86032,0,1,0
86033,0,4,1
86034,0,2,2
86035,0,4,1
